Id : 362  Quarterly Census of Employment and Wages
ENU0100120510                 Number of Private Establishments for All Industries in Autauga County, AL                                                NSA  06-Dec-2022  Quarterly      
ENU0107120510                 Number of Private Establishments for All Industries in Jackson County, AL                                                NSA  06-Dec-2022  Quarterly      
ENU0107320510                 Number of Private Establishments for All Industries in Jefferson County, AL                                              NSA  06-Dec-2022  Quarterly      
ENU0107520510                 Number of Private Establishments for All Industries in Lamar County, AL                                                  NSA  06-Dec-2022  Quarterly      
ENU0107720510                 Number of Private Establishments for All Industries in Lauderdale County, AL                                             NSA  06-Dec-2022  Quarterly      
ENU0107920510                 Number of Private Establishments for All Industries in Lawrence County, AL                                               NSA  06-Dec-2022  Quarterly      
ENU0108120510                 Number of Private Establishments for All Industries in Lee County, AL                                                    NSA  06-Dec-2022  Quarterly      
ENU0108320510                 Number of Private Establishments for All Industries in Limestone County, AL                                              NSA  06-Dec-2022  Quarterly      
ENU0108520510                 Number of Private Establishments for All Industries in Lowndes County, AL                                                NSA  06-Dec-2022  Quarterly      
ENU0108720510                 Number of Private Establishments for All Industries in Macon County, AL                                                  NSA  06-Dec-2022  Quarterly      
ENU0108920510                 Number of Private Establishments for All Industries in Madison County, AL                                                NSA  06-Dec-2022  Quarterly      
ENU0109120510                 Number of Private Establishments for All Industries in Marengo County, AL                                                NSA  06-Dec-2022  Quarterly      
ENU0109320510                 Number of Private Establishments for All Industries in Marion County, AL                                                 NSA  06-Dec-2022  Quarterly      
ENU0109520510                 Number of Private Establishments for All Industries in Marshall County, AL                                               NSA  06-Dec-2022  Quarterly      
ENU0109720510                 Number of Private Establishments for All Industries in Mobile County, AL                                                 NSA  06-Dec-2022  Quarterly      
ENU0109920510                 Number of Private Establishments for All Industries in Monroe County, AL                                                 NSA  06-Dec-2022  Quarterly      
ENU0110120510                 Number of Private Establishments for All Industries in Montgomery County, AL                                             NSA  06-Dec-2022  Quarterly      
ENU0110320510                 Number of Private Establishments for All Industries in Morgan County, AL                                                 NSA  06-Dec-2022  Quarterly      
ENU0110520510                 Number of Private Establishments for All Industries in Perry County, AL                                                  NSA  06-Dec-2022  Quarterly      
ENU0110720510                 Number of Private Establishments for All Industries in Pickens County, AL                                                NSA  06-Dec-2022  Quarterly      
ENU0110920510                 Number of Private Establishments for All Industries in Pike County, AL                                                   NSA  06-Dec-2022  Quarterly      
ENU0111120510                 Number of Private Establishments for All Industries in Randolph County, AL                                               NSA  06-Dec-2022  Quarterly      
ENU0111320510                 Number of Private Establishments for All Industries in Russell County, AL                                                NSA  06-Dec-2022  Quarterly      
ENU0111520510                 Number of Private Establishments for All Industries in St. Clair County, AL                                              NSA  06-Dec-2022  Quarterly      
ENU0111720510                 Number of Private Establishments for All Industries in Shelby County, AL                                                 NSA  06-Dec-2022  Quarterly      
ENU0111920510                 Number of Private Establishments for All Industries in Sumter County, AL                                                 NSA  06-Dec-2022  Quarterly      
ENU0112120510                 Number of Private Establishments for All Industries in Talladega County, AL                                              NSA  06-Dec-2022  Quarterly      
ENU0112320510                 Number of Private Establishments for All Industries in Tallapoosa County, AL                                             NSA  06-Dec-2022  Quarterly      
ENU0112520510                 Number of Private Establishments for All Industries in Tuscaloosa County, AL                                             NSA  06-Dec-2022  Quarterly      
ENU0112720510                 Number of Private Establishments for All Industries in Walker County, AL                                                 NSA  06-Dec-2022  Quarterly      
ENU0112920510                 Number of Private Establishments for All Industries in Washington County, AL                                             NSA  06-Dec-2022  Quarterly      
ENU0113120510                 Number of Private Establishments for All Industries in Wilcox County, AL                                                 NSA  06-Dec-2022  Quarterly      
ENU0113320510                 Number of Private Establishments for All Industries in Winston County, AL                                                NSA  06-Dec-2022  Quarterly      
ENU0201320510                 Number of Private Establishments for All Industries in Aleutians East Borough, AK                                        NSA  06-Dec-2022  Quarterly      
ENU0201620510                 Number of Private Establishments for All Industries in Aleutians West Census Area, AK                                    NSA  06-Dec-2022  Quarterly      
ENU0202020510                 Number of Private Establishments for All Industries in Anchorage Borough/municipality, AK                                NSA  06-Dec-2022  Quarterly      
ENU0205020510                 Number of Private Establishments for All Industries in Bethel Census Area, AK                                            NSA  06-Dec-2022  Quarterly      
ENU0206020510                 Number of Private Establishments for All Industries in Bristol Bay Borough, AK                                           NSA  06-Dec-2022  Quarterly      
ENU0206820510                 Number of Private Establishments for All Industries in Denali Borough, AK                                                NSA  06-Dec-2022  Quarterly      
ENU0207020510                 Number of Private Establishments for All Industries in Dillingham Census Area, AK                                        NSA  06-Dec-2022  Quarterly      
ENU0209020510                 Number of Private Establishments for All Industries in Fairbanks North Star Borough, AK                                  NSA  06-Dec-2022  Quarterly      
ENU0210020510                 Number of Private Establishments for All Industries in Haines Borough, AK                                                NSA  06-Dec-2022  Quarterly      
ENU0210520510                 Number of Private Establishments for All Industries in Hoonah-Angoon Census Area, AK                                     NSA  06-Dec-2022  Quarterly      
ENU0211020510                 Number of Private Establishments for All Industries in Juneau City and Borough, AK                                       NSA  06-Dec-2022  Quarterly      
ENU0212220510                 Number of Private Establishments for All Industries in Kenai Peninsula Borough, AK                                       NSA  06-Dec-2022  Quarterly      
ENU0213020510                 Number of Private Establishments for All Industries in Ketchikan Gateway Borough, AK                                     NSA  06-Dec-2022  Quarterly      
ENU0215020510                 Number of Private Establishments for All Industries in Kodiak Island Borough, AK                                         NSA  06-Dec-2022  Quarterly      
ENU0216420510                 Number of Private Establishments for All Industries in Lake and Peninsula Borough, AK                                    NSA  06-Dec-2022  Quarterly      
ENU0217020510                 Number of Private Establishments for All Industries in Matanuska-Susitna Borough, AK                                     NSA  06-Dec-2022  Quarterly      
ENU0218020510                 Number of Private Establishments for All Industries in Nome Census Area, AK                                              NSA  06-Dec-2022  Quarterly      
ENU0218520510                 Number of Private Establishments for All Industries in North Slope Borough, AK                                           NSA  06-Dec-2022  Quarterly      
ENU0218820510                 Number of Private Establishments for All Industries in Northwest Arctic Borough, AK                                      NSA  06-Dec-2022  Quarterly      
ENU0219520510                 Number of Private Establishments for All Industries in Petersburg Census Area, AK                                        NSA  06-Dec-2022  Quarterly      
ENU0219820510                 Number of Private Establishments for All Industries in Prince of Wales-Hyder Census Area, AK                             NSA  06-Dec-2022  Quarterly      
ENU0222020510                 Number of Private Establishments for All Industries in Sitka City and Borough, AK                                        NSA  06-Dec-2022  Quarterly      
ENU0223020510                 Number of Private Establishments for All Industries in Skagway Municipality, AK                                          NSA  06-Dec-2022  Quarterly      
ENU0224020510                 Number of Private Establishments for All Industries in Southeast Fairbanks Census Area, AK                               NSA  06-Dec-2022  Quarterly      
ENU0226120510                 Number of Private Establishments for All Industries in Valdez-Cordova Census Area, AK                                    NSA  02-Sep-2020  Quarterly      
ENU0227020510                 Number of Private Establishments for All Industries in Wade Hampton Census Area, AK                                      NSA  26-May-2017  Quarterly      
ENU0227520510                 Number of Private Establishments for All Industries in Wrangell City and Borough, AK                                     NSA  06-Dec-2022  Quarterly      
ENU0228220510                 Number of Private Establishments for All Industries in Yakutat City and Borough, AK                                      NSA  06-Dec-2022  Quarterly      
ENU0229020510                 Number of Private Establishments for All Industries in Yukon-Koyukuk Census Area, AK                                     NSA  06-Dec-2022  Quarterly      
ENU0400120510                 Number of Private Establishments for All Industries in Apache County, AZ                                                 NSA  06-Dec-2022  Quarterly      
ENU0400320510                 Number of Private Establishments for All Industries in Cochise County, AZ                                                NSA  06-Dec-2022  Quarterly      
ENU0400520510                 Number of Private Establishments for All Industries in Coconino County, AZ                                               NSA  06-Dec-2022  Quarterly      
ENU0400720510                 Number of Private Establishments for All Industries in Gila County, AZ                                                   NSA  06-Dec-2022  Quarterly      
ENU0400920510                 Number of Private Establishments for All Industries in Graham County, AZ                                                 NSA  06-Dec-2022  Quarterly      
ENU0401120510                 Number of Private Establishments for All Industries in Greenlee County, AZ                                               NSA  06-Dec-2022  Quarterly      
ENU0401220510                 Number of Private Establishments for All Industries in La Paz County, AZ                                                 NSA  06-Dec-2022  Quarterly      
ENU0401320510                 Number of Private Establishments for All Industries in Maricopa County, AZ                                               NSA  06-Dec-2022  Quarterly      
ENU0401520510                 Number of Private Establishments for All Industries in Mohave County, AZ                                                 NSA  06-Dec-2022  Quarterly      
ENU0401720510                 Number of Private Establishments for All Industries in Navajo County, AZ                                                 NSA  06-Dec-2022  Quarterly      
ENU0401920510                 Number of Private Establishments for All Industries in Pima County, AZ                                                   NSA  06-Dec-2022  Quarterly      
ENU0402120510                 Number of Private Establishments for All Industries in Pinal County, AZ                                                  NSA  06-Dec-2022  Quarterly      
ENU0402320510                 Number of Private Establishments for All Industries in Santa Cruz County, AZ                                             NSA  06-Dec-2022  Quarterly      
ENU0402520510                 Number of Private Establishments for All Industries in Yavapai County, AZ                                                NSA  06-Dec-2022  Quarterly      
ENU0402720510                 Number of Private Establishments for All Industries in Yuma County, AZ                                                   NSA  06-Dec-2022  Quarterly      
ENU0500120510                 Number of Private Establishments for All Industries in Arkansas County, AR                                               NSA  06-Dec-2022  Quarterly      
ENU0500320510                 Number of Private Establishments for All Industries in Ashley County, AR                                                 NSA  06-Dec-2022  Quarterly      
ENU0500520510                 Number of Private Establishments for All Industries in Baxter County, AR                                                 NSA  06-Dec-2022  Quarterly      
ENU0500720510                 Number of Private Establishments for All Industries in Benton County, AR                                                 NSA  06-Dec-2022  Quarterly      
ENU0500920510                 Number of Private Establishments for All Industries in Boone County, AR                                                  NSA  06-Dec-2022  Quarterly      
ENU0501120510                 Number of Private Establishments for All Industries in Bradley County, AR                                                NSA  06-Dec-2022  Quarterly      
ENU0501320510                 Number of Private Establishments for All Industries in Calhoun County, AR                                                NSA  06-Dec-2022  Quarterly      
ENU0501520510                 Number of Private Establishments for All Industries in Carroll County, AR                                                NSA  06-Dec-2022  Quarterly      
ENU0501720510                 Number of Private Establishments for All Industries in Chicot County, AR                                                 NSA  06-Dec-2022  Quarterly      
ENU0501920510                 Number of Private Establishments for All Industries in Clark County, AR                                                  NSA  06-Dec-2022  Quarterly      
ENU0502120510                 Number of Private Establishments for All Industries in Clay County, AR                                                   NSA  06-Dec-2022  Quarterly      
ENU0502320510                 Number of Private Establishments for All Industries in Cleburne County, AR                                               NSA  06-Dec-2022  Quarterly      
ENU0502520510                 Number of Private Establishments for All Industries in Cleveland County, AR                                              NSA  06-Dec-2022  Quarterly      
ENU0502720510                 Number of Private Establishments for All Industries in Columbia County, AR                                               NSA  06-Dec-2022  Quarterly      
ENU0502920510                 Number of Private Establishments for All Industries in Conway County, AR                                                 NSA  06-Dec-2022  Quarterly      
ENU0503120510                 Number of Private Establishments for All Industries in Craighead County, AR                                              NSA  06-Dec-2022  Quarterly      
ENU0503320510                 Number of Private Establishments for All Industries in Crawford County, AR                                               NSA  06-Dec-2022  Quarterly      
ENU0503520510                 Number of Private Establishments for All Industries in Crittenden County, AR                                             NSA  06-Dec-2022  Quarterly      
ENU0503720510                 Number of Private Establishments for All Industries in Cross County, AR                                                  NSA  06-Dec-2022  Quarterly      
ENU0503920510                 Number of Private Establishments for All Industries in Dallas County, AR                                                 NSA  06-Dec-2022  Quarterly      
ENU0504120510                 Number of Private Establishments for All Industries in Desha County, AR                                                  NSA  06-Dec-2022  Quarterly      
ENU0504320510                 Number of Private Establishments for All Industries in Drew County, AR                                                   NSA  06-Dec-2022  Quarterly      
ENU0504520510                 Number of Private Establishments for All Industries in Faulkner County, AR                                               NSA  06-Dec-2022  Quarterly      
ENU0504720510                 Number of Private Establishments for All Industries in Franklin County, AR                                               NSA  06-Dec-2022  Quarterly      
ENU0504920510                 Number of Private Establishments for All Industries in Fulton County, AR                                                 NSA  06-Dec-2022  Quarterly      
ENU0505120510                 Number of Private Establishments for All Industries in Garland County, AR                                                NSA  06-Dec-2022  Quarterly      
ENU0505320510                 Number of Private Establishments for All Industries in Grant County, AR                                                  NSA  06-Dec-2022  Quarterly      
ENU0505520510                 Number of Private Establishments for All Industries in Greene County, AR                                                 NSA  06-Dec-2022  Quarterly      
ENU0505720510                 Number of Private Establishments for All Industries in Hempstead County, AR                                              NSA  06-Dec-2022  Quarterly      
ENU0505920510                 Number of Private Establishments for All Industries in Hot Spring County, AR                                             NSA  06-Dec-2022  Quarterly      
ENU0506120510                 Number of Private Establishments for All Industries in Howard County, AR                                                 NSA  06-Dec-2022  Quarterly      
ENU0506320510                 Number of Private Establishments for All Industries in Independence County, AR                                           NSA  06-Dec-2022  Quarterly      
ENU0506520510                 Number of Private Establishments for All Industries in Izard County, AR                                                  NSA  06-Dec-2022  Quarterly      
ENU0506720510                 Number of Private Establishments for All Industries in Jackson County, AR                                                NSA  06-Dec-2022  Quarterly      
ENU0506920510                 Number of Private Establishments for All Industries in Jefferson County, AR                                              NSA  06-Dec-2022  Quarterly      
ENU0507120510                 Number of Private Establishments for All Industries in Johnson County, AR                                                NSA  06-Dec-2022  Quarterly      
ENU0507320510                 Number of Private Establishments for All Industries in Lafayette County, AR                                              NSA  06-Dec-2022  Quarterly      
ENU0507520510                 Number of Private Establishments for All Industries in Lawrence County, AR                                               NSA  06-Dec-2022  Quarterly      
ENU0507720510                 Number of Private Establishments for All Industries in Lee County, AR                                                    NSA  06-Dec-2022  Quarterly      
ENU0507920510                 Number of Private Establishments for All Industries in Lincoln County, AR                                                NSA  06-Dec-2022  Quarterly      
ENU0508120510                 Number of Private Establishments for All Industries in Little River County, AR                                           NSA  06-Dec-2022  Quarterly      
ENU0508320510                 Number of Private Establishments for All Industries in Logan County, AR                                                  NSA  06-Dec-2022  Quarterly      
ENU0508520510                 Number of Private Establishments for All Industries in Lonoke County, AR                                                 NSA  06-Dec-2022  Quarterly      
ENU0508720510                 Number of Private Establishments for All Industries in Madison County, AR                                                NSA  06-Dec-2022  Quarterly      
ENU0508920510                 Number of Private Establishments for All Industries in Marion County, AR                                                 NSA  06-Dec-2022  Quarterly      
ENU0509120510                 Number of Private Establishments for All Industries in Miller County, AR                                                 NSA  06-Dec-2022  Quarterly      
ENU0509320510                 Number of Private Establishments for All Industries in Mississippi County, AR                                            NSA  06-Dec-2022  Quarterly      
ENU0509520510                 Number of Private Establishments for All Industries in Monroe County, AR                                                 NSA  06-Dec-2022  Quarterly      
ENU0509720510                 Number of Private Establishments for All Industries in Montgomery County, AR                                             NSA  06-Dec-2022  Quarterly      
ENU0509920510                 Number of Private Establishments for All Industries in Nevada County, AR                                                 NSA  06-Dec-2022  Quarterly      
ENU0510120510                 Number of Private Establishments for All Industries in Newton County, AR                                                 NSA  06-Dec-2022  Quarterly      
ENU0510320510                 Number of Private Establishments for All Industries in Ouachita County, AR                                               NSA  06-Dec-2022  Quarterly      
ENU0510520510                 Number of Private Establishments for All Industries in Perry County, AR                                                  NSA  06-Dec-2022  Quarterly      
ENU0510720510                 Number of Private Establishments for All Industries in Phillips County, AR                                               NSA  06-Dec-2022  Quarterly      
ENU0510920510                 Number of Private Establishments for All Industries in Pike County, AR                                                   NSA  06-Dec-2022  Quarterly      
ENU0511120510                 Number of Private Establishments for All Industries in Poinsett County, AR                                               NSA  06-Dec-2022  Quarterly      
ENU0511320510                 Number of Private Establishments for All Industries in Polk County, AR                                                   NSA  06-Dec-2022  Quarterly      
ENU0511520510                 Number of Private Establishments for All Industries in Pope County, AR                                                   NSA  06-Dec-2022  Quarterly      
ENU0511720510                 Number of Private Establishments for All Industries in Prairie County, AR                                                NSA  06-Dec-2022  Quarterly      
ENU0511920510                 Number of Private Establishments for All Industries in Pulaski County, AR                                                NSA  06-Dec-2022  Quarterly      
ENU0512120510                 Number of Private Establishments for All Industries in Randolph County, AR                                               NSA  06-Dec-2022  Quarterly      
ENU0512320510                 Number of Private Establishments for All Industries in St. Francis County, AR                                            NSA  06-Dec-2022  Quarterly      
ENU0512520510                 Number of Private Establishments for All Industries in Saline County, AR                                                 NSA  06-Dec-2022  Quarterly      
ENU0512720510                 Number of Private Establishments for All Industries in Scott County, AR                                                  NSA  06-Dec-2022  Quarterly      
ENU0512920510                 Number of Private Establishments for All Industries in Searcy County, AR                                                 NSA  06-Dec-2022  Quarterly      
ENU0513120510                 Number of Private Establishments for All Industries in Sebastian County, AR                                              NSA  06-Dec-2022  Quarterly      
ENU0513320510                 Number of Private Establishments for All Industries in Sevier County, AR                                                 NSA  06-Dec-2022  Quarterly      
ENU0513520510                 Number of Private Establishments for All Industries in Sharp County, AR                                                  NSA  06-Dec-2022  Quarterly      
ENU0513720510                 Number of Private Establishments for All Industries in Stone County, AR                                                  NSA  06-Dec-2022  Quarterly      
ENU0513920510                 Number of Private Establishments for All Industries in Union County, AR                                                  NSA  06-Dec-2022  Quarterly      
ENU0514120510                 Number of Private Establishments for All Industries in Van Buren County, AR                                              NSA  06-Dec-2022  Quarterly      
ENU0514320510                 Number of Private Establishments for All Industries in Washington County, AR                                             NSA  06-Dec-2022  Quarterly      
ENU0514520510                 Number of Private Establishments for All Industries in White County, AR                                                  NSA  06-Dec-2022  Quarterly      
ENU0514720510                 Number of Private Establishments for All Industries in Woodruff County, AR                                               NSA  06-Dec-2022  Quarterly      
ENU0514920510                 Number of Private Establishments for All Industries in Yell County, AR                                                   NSA  06-Dec-2022  Quarterly      
ENU0600120510                 Number of Private Establishments for All Industries in Alameda County, CA                                                NSA  06-Dec-2022  Quarterly      
ENU0600320510                 Number of Private Establishments for All Industries in Alpine County, CA                                                 NSA  06-Dec-2022  Quarterly      
ENU0600520510                 Number of Private Establishments for All Industries in Amador County, CA                                                 NSA  06-Dec-2022  Quarterly      
ENU0600720510                 Number of Private Establishments for All Industries in Butte County, CA                                                  NSA  06-Dec-2022  Quarterly      
ENU0600920510                 Number of Private Establishments for All Industries in Calaveras County, CA                                              NSA  06-Dec-2022  Quarterly      
ENU0601120510                 Number of Private Establishments for All Industries in Colusa County, CA                                                 NSA  06-Dec-2022  Quarterly      
ENU0601320510                 Number of Private Establishments for All Industries in Contra Costa County, CA                                           NSA  06-Dec-2022  Quarterly      
ENU0601520510                 Number of Private Establishments for All Industries in Del Norte County, CA                                              NSA  06-Dec-2022  Quarterly      
ENU0601720510                 Number of Private Establishments for All Industries in El Dorado County, CA                                              NSA  06-Dec-2022  Quarterly      
ENU0601920510                 Number of Private Establishments for All Industries in Fresno County, CA                                                 NSA  06-Dec-2022  Quarterly      
ENU0602120510                 Number of Private Establishments for All Industries in Glenn County, CA                                                  NSA  06-Dec-2022  Quarterly      
ENU0602320510                 Number of Private Establishments for All Industries in Humboldt County, CA                                               NSA  06-Dec-2022  Quarterly      
ENU0602520510                 Number of Private Establishments for All Industries in Imperial County, CA                                               NSA  06-Dec-2022  Quarterly      
ENU0602720510                 Number of Private Establishments for All Industries in Inyo County, CA                                                   NSA  06-Dec-2022  Quarterly      
ENU0602920510                 Number of Private Establishments for All Industries in Kern County, CA                                                   NSA  06-Dec-2022  Quarterly      
ENU0603120510                 Number of Private Establishments for All Industries in Kings County, CA                                                  NSA  06-Dec-2022  Quarterly      
ENU0603320510                 Number of Private Establishments for All Industries in Lake County, CA                                                   NSA  06-Dec-2022  Quarterly      
ENU0603520510                 Number of Private Establishments for All Industries in Lassen County, CA                                                 NSA  06-Dec-2022  Quarterly      
ENU0603720510                 Number of Private Establishments for All Industries in Los Angeles County, CA                                            NSA  06-Dec-2022  Quarterly      
ENU0603920510                 Number of Private Establishments for All Industries in Madera County, CA                                                 NSA  06-Dec-2022  Quarterly      
ENU0604120510                 Number of Private Establishments for All Industries in Marin County, CA                                                  NSA  06-Dec-2022  Quarterly      
ENU0604320510                 Number of Private Establishments for All Industries in Mariposa County, CA                                               NSA  06-Dec-2022  Quarterly      
ENU0604520510                 Number of Private Establishments for All Industries in Mendocino County, CA                                              NSA  06-Dec-2022  Quarterly      
ENU0604720510                 Number of Private Establishments for All Industries in Merced County, CA                                                 NSA  06-Dec-2022  Quarterly      
ENU0604920510                 Number of Private Establishments for All Industries in Modoc County, CA                                                  NSA  06-Dec-2022  Quarterly      
ENU0605120510                 Number of Private Establishments for All Industries in Mono County, CA                                                   NSA  06-Dec-2022  Quarterly      
ENU0605320510                 Number of Private Establishments for All Industries in Monterey County, CA                                               NSA  06-Dec-2022  Quarterly      
ENU0605520510                 Number of Private Establishments for All Industries in Napa County, CA                                                   NSA  06-Dec-2022  Quarterly      
ENU0605720510                 Number of Private Establishments for All Industries in Nevada County, CA                                                 NSA  06-Dec-2022  Quarterly      
ENU0605920510                 Number of Private Establishments for All Industries in Orange County, CA                                                 NSA  06-Dec-2022  Quarterly      
ENU0606120510                 Number of Private Establishments for All Industries in Placer County, CA                                                 NSA  06-Dec-2022  Quarterly      
ENU0606320510                 Number of Private Establishments for All Industries in Plumas County, CA                                                 NSA  06-Dec-2022  Quarterly      
ENU0606520510                 Number of Private Establishments for All Industries in Riverside County, CA                                              NSA  06-Dec-2022  Quarterly      
ENU0606720510                 Number of Private Establishments for All Industries in Sacramento County, CA                                             NSA  06-Dec-2022  Quarterly      
ENU0606920510                 Number of Private Establishments for All Industries in San Benito County, CA                                             NSA  06-Dec-2022  Quarterly      
ENU0607120510                 Number of Private Establishments for All Industries in San Bernardino County, CA                                         NSA  06-Dec-2022  Quarterly      
ENU0607320510                 Number of Private Establishments for All Industries in San Diego County, CA                                              NSA  06-Dec-2022  Quarterly      
ENU0607520510                 Number of Private Establishments for All Industries in San Francisco County, CA                                          NSA  06-Dec-2022  Quarterly      
ENU0607720510                 Number of Private Establishments for All Industries in San Joaquin County, CA                                            NSA  06-Dec-2022  Quarterly      
ENU0607920510                 Number of Private Establishments for All Industries in San Luis Obispo County, CA                                        NSA  06-Dec-2022  Quarterly      
ENU0608120510                 Number of Private Establishments for All Industries in San Mateo County, CA                                              NSA  06-Dec-2022  Quarterly      
ENU0608320510                 Number of Private Establishments for All Industries in Santa Barbara County, CA                                          NSA  06-Dec-2022  Quarterly      
ENU0608520510                 Number of Private Establishments for All Industries in Santa Clara County, CA                                            NSA  06-Dec-2022  Quarterly      
ENU0608720510                 Number of Private Establishments for All Industries in Santa Cruz County, CA                                             NSA  06-Dec-2022  Quarterly      
ENU0608920510                 Number of Private Establishments for All Industries in Shasta County, CA                                                 NSA  06-Dec-2022  Quarterly      
ENU0609120510                 Number of Private Establishments for All Industries in Sierra County, CA                                                 NSA  06-Dec-2022  Quarterly      
ENU0609320510                 Number of Private Establishments for All Industries in Siskiyou County, CA                                               NSA  06-Dec-2022  Quarterly      
ENU0609520510                 Number of Private Establishments for All Industries in Solano County, CA                                                 NSA  06-Dec-2022  Quarterly      
ENU0609720510                 Number of Private Establishments for All Industries in Sonoma County, CA                                                 NSA  06-Dec-2022  Quarterly      
ENU0609920510                 Number of Private Establishments for All Industries in Stanislaus County, CA                                             NSA  06-Dec-2022  Quarterly      
ENU0610120510                 Number of Private Establishments for All Industries in Sutter County, CA                                                 NSA  06-Dec-2022  Quarterly      
ENU0610320510                 Number of Private Establishments for All Industries in Tehama County, CA                                                 NSA  06-Dec-2022  Quarterly      
ENU0610520510                 Number of Private Establishments for All Industries in Trinity County, CA                                                NSA  06-Dec-2022  Quarterly      
ENU0610720510                 Number of Private Establishments for All Industries in Tulare County, CA                                                 NSA  06-Dec-2022  Quarterly      
ENU0610920510                 Number of Private Establishments for All Industries in Tuolumne County, CA                                               NSA  06-Dec-2022  Quarterly      
ENU0611120510                 Number of Private Establishments for All Industries in Ventura County, CA                                                NSA  06-Dec-2022  Quarterly      
ENU0611320510                 Number of Private Establishments for All Industries in Yolo County, CA                                                   NSA  06-Dec-2022  Quarterly      
ENU0611520510                 Number of Private Establishments for All Industries in Yuba County, CA                                                   NSA  06-Dec-2022  Quarterly      
